latitude,longitude,ID,lat_m,long_m,nox,no2,no,ln_nox,ln_no2,ln_no,Pop_500,Pop_1000,Pop_1500,Pop_2000,Pop_2500,Pop_3000,Pop_5000,Pop_10000,Pop_15000,Int_50,Int_100,Int_150,Int_300,Int_500,Int_750,Int_1000,Int_1500,Int_2000,Int_3000,Open_50,Open_100,Open_150,Open_300,Open_500,Open_750,Open_1000,Open_1500,Open_2000,Open_3000,D2C,D2Comm,D2Rroad,D2Ryard,D2airp,D2Mport,D2Lport,D2R,D2A1,D2A2,D2A3,A1_100,A1_150,A1_300,A1_400,A1_50,A1_500,A1_750,A1_1k,A1_3k,A1_5k,A1_10k,A1_15k,A23_50,A23_100,A23_150,A23_300,A23_400,A23_500,A23_750,A23_1k,A23_5k,A23_10k,A23_15k,FieldID,cluster,group_loc,season,seasonfac,lambert_x,lambert_y
33.8661,-118.4006,117,3763539.693,-10903952.5435206,50.56761945,21.65384248,28.91377697,3.923311471939087,3.0751829147338867,3.3643181324005127,0.03356455722,0.10652816220000001,0.2136477933,0.33881617700000005,0.4955496347,0.6807602134999999,1.5277606099999999,5.29492662,11.73507291,7.833326999999999e-5,3.1374937e-4,6.4688324e-4,0.00204940557,0.00503056824,0.01057380293,0.0181383754,0.0392161886,0.06966766284,0.15256814070000002,0,0,0.005936079,0.072502828,0.146033308,0.223438195,0.298608134,0.446549893,0.526123373,0.666043402,0.0034912799019366503,0.030657999999999998,0.38622449999999997,1.4937885,0.8506754999999999,2.2942563,1.8982116000000002,1.6122008562088013,3.6479806900024414,2.812033176422119,1.6122008562088013,0,0,0,0,0,0,0,0,0,0.6102757876,4.958822727,17.88151017,0.005652829202,0.03400036453,0.05538088114,0.1162158643,0.2180219377,0.4038153526,0.78454231963,1.428319967,14.379600156,46.916906014999995,99.703255853,125,2,33,3,3Winter,-2048849.21042,-313556.61127
33.8662,-118.3986,107,3763550.806,-10903768.3560664,8.153295955,5.111074415,3.04222154,2.0984222888946533,1.6314096450805664,1.1125880479812622,0.03894420086,0.1191893057,0.2373091511,0.36797335,0.5350009431999999,0.7209963761,1.592583592,5.429703776,11.904408440000001,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.0028144625899999996,0.006653484039999999,0.01313849486,0.021575111589999998,0.044503987489999994,0.07677273632,0.1626672391,0,0,0,0.0011721049999999999,0.105444008,0.202171849,0.283037894,0.435325753,0.515318904,0.654914492,0.00526450015604496,0.0123465,0.3677198,1.4810002,0.8512745,2.2785708,1.8854058,2.341628313064575,3.6350646018981934,2.6683123111724854,2.341628313064575,0,0,0,0,0,0,0,0,0,0.7426309134,5.091489484,18.146149050000002,0,0,0,0.1872218578,0.3522751742,0.52204367758,0.9090595197000001,1.5796399187,14.817030646,47.663789791,100.79212932899999,144,2,27,1,1Summer,-2048667.29957,-313590.95998
33.8662,-118.3986,115,3763550.806,-10903768.3560664,50.59676822,22.82682713,27.76994109,3.9238877296447754,3.127936363220215,3.3239541053771973,0.03894420086,0.1191893057,0.2373091511,0.36797335,0.5350009431999999,0.7209963761,1.592583592,5.429703776,11.904408440000001,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.0028144625899999996,0.006653484039999999,0.01313849486,0.021575111589999998,0.044503987489999994,0.07677273632,0.1626672391,0,0,0,0.0011721049999999999,0.105444008,0.202171849,0.283037894,0.435325753,0.515318904,0.654914492,0.00526450015604496,0.0123465,0.3677198,1.4810002,0.8512745,2.2785708,1.8854058,2.341628313064575,3.6350646018981934,2.6683123111724854,2.341628313064575,0,0,0,0,0,0,0,0,0,0.7426309134,5.091489484,18.146149050000002,0,0,0,0.1872218578,0.3522751742,0.52204367758,0.9090595197000001,1.5796399187,14.817030646,47.663789791,100.79212932899999,123,2,33,3,3Winter,-2048667.29957,-313590.95998
33.8662,-118.3986,111,3763550.806,-10903768.3560664,53.130420290000004,24.24872941,28.88169089,3.972749710083008,3.188364267349243,3.3632078170776367,0.03894420086,0.1191893057,0.2373091511,0.36797335,0.5350009431999999,0.7209963761,1.592583592,5.429703776,11.904408440000001,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.0028144625899999996,0.006653484039999999,0.01313849486,0.021575111589999998,0.044503987489999994,0.07677273632,0.1626672391,0,0,0,0.0011721049999999999,0.105444008,0.202171849,0.283037894,0.435325753,0.515318904,0.654914492,0.00526450015604496,0.0123465,0.3677198,1.4810002,0.8512745,2.2785708,1.8854058,2.341628313064575,3.6350646018981934,2.6683123111724854,2.341628313064575,0,0,0,0,0,0,0,0,0,0.7426309134,5.091489484,18.146149050000002,0,0,0,0.1872218578,0.3522751742,0.52204367758,0.9090595197000001,1.5796399187,14.817030646,47.663789791,100.79212932899999,147,2,26,2,2Fall,-2048667.29957,-313590.95998
33.8794,-118.3515,125,3765017.722,-10899430.7415206,84.42322547,29.01197921,55.41124627,4.435842514038086,3.367708921432495,4.014782428741455,0.04680093649,0.1802455869,0.3292116915,0.5389699210000001,0.7935064788,1.136767849,2.9060378989999998,8.254266592,17.32687115,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00785191173,0.01766833732,0.02998425346,0.06406256074,0.11531475520000001,0.2654659533,0,0,0,0,0,0,0,0,0,0,0.05123766139149666,0,0.0677596,1.2375174999999998,0.5048766,1.9969244,1.7156605,1.897687554359436,2.5378947257995605,3.0041539669036865,1.897687554359436,0,0,0,0.0817077138,0,0.1562519581,0.2837421727,0.394766132,1.2337693600000001,2.117791141,14.31390661,25.480326480000002,0,0.012182356660000001,0.04589444172,0.11391681229999999,0.1555280007,0.22777730200000001,0.5229461472,1.3552468800000002,22.278225933999998,71.17290303700001,126.30494245899999,117,3,34,3,3Winter,-2044090.67278,-313233.6588
33.8794,-118.3515,121,3765017.722,-10899430.7415206,78.42059028,31.44426916,46.97632112,4.362086296081543,3.448216676712036,3.8496437072753906,0.04680093649,0.1802455869,0.3292116915,0.5389699210000001,0.7935064788,1.136767849,2.9060378989999998,8.254266592,17.32687115,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00785191173,0.01766833732,0.02998425346,0.06406256074,0.11531475520000001,0.2654659533,0,0,0,0,0,0,0,0,0,0,0.05123766139149666,0,0.0677596,1.2375174999999998,0.5048766,1.9969244,1.7156605,1.897687554359436,2.5378947257995605,3.0041539669036865,1.897687554359436,0,0,0,0.0817077138,0,0.1562519581,0.2837421727,0.394766132,1.2337693600000001,2.117791141,14.31390661,25.480326480000002,0,0.012182356660000001,0.04589444172,0.11391681229999999,0.1555280007,0.22777730200000001,0.5229461472,1.3552468800000002,22.278225933999998,71.17290303700001,126.30494245899999,141,3,27,2,2Fall,-2044090.67278,-313233.6588
33.8794,-118.3515,115,3765017.722,-10899430.7415206,19.42951114,12.14519154,7.2843196,2.9667930603027344,2.4969332218170166,1.9857240915298462,0.04680093649,0.1802455869,0.3292116915,0.5389699210000001,0.7935064788,1.136767849,2.9060378989999998,8.254266592,17.32687115,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00785191173,0.01766833732,0.02998425346,0.06406256074,0.11531475520000001,0.2654659533,0,0,0,0,0,0,0,0,0,0,0.05123766139149666,0,0.0677596,1.2375174999999998,0.5048766,1.9969244,1.7156605,1.897687554359436,2.5378947257995605,3.0041539669036865,1.897687554359436,0,0,0,0.0817077138,0,0.1562519581,0.2837421727,0.394766132,1.2337693600000001,2.117791141,14.31390661,25.480326480000002,0,0.012182356660000001,0.04589444172,0.11391681229999999,0.1555280007,0.22777730200000001,0.5229461472,1.3552468800000002,22.278225933999998,71.17290303700001,126.30494245899999,139,3,28,1,1Summer,-2044090.67278,-313233.6588
33.881,-118.3493,120,3765195.53,-10899228.135321,79.97311611,27.47802371,52.4950924,4.381690502166748,3.3133864402770996,3.960719585418701,0.04923058033,0.1651744354,0.3308153676,0.5322409928,0.8114660769,1.191834418,2.9073816110000004,8.43620806,17.80083556,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00785191173,0.01644794834,0.02766260593,0.06245844374,0.11546051880000001,0.2600416265,0,0,0,0,0,0,0,0,0,0,0.053730469197034836,0.019498400000000003,0.0881242,1.2295599,0.4820659,1.9923184,1.7195544999999999,1.87820565700531,1.8782057762145996,3.012782335281372,2.4508185386657715,0.016109464650000002,0.04978580895,0.1180157813,0.16017242,0,0.2013745659,0.30303319809999996,0.4038491544,1.248987254,2.163191131,14.66317228,25.940723560000002,0,0,0,0.020014277190000002,0.1067172912,0.16060998070000002,0.5954856155,1.205773786,21.768252263,71.953775644,127.613671615,142,3,27,2,2Fall,-2043850.40582,-313111.26065
33.881,-118.3493,124,3765195.53,-10899228.135321,84.40855395,26.77097074,57.63758321,4.4356689453125,3.287318229675293,4.054174900054932,0.04923058033,0.1651744354,0.3308153676,0.5322409928,0.8114660769,1.191834418,2.9073816110000004,8.43620806,17.80083556,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00785191173,0.01644794834,0.02766260593,0.06245844374,0.11546051880000001,0.2600416265,0,0,0,0,0,0,0,0,0,0,0.053730469197034836,0.019498400000000003,0.0881242,1.2295599,0.4820659,1.9923184,1.7195544999999999,1.87820565700531,1.8782057762145996,3.012782335281372,2.4508185386657715,0.016109464650000002,0.04978580895,0.1180157813,0.16017242,0,0.2013745659,0.30303319809999996,0.4038491544,1.248987254,2.163191131,14.66317228,25.940723560000002,0,0,0,0.020014277190000002,0.1067172912,0.16060998070000002,0.5954856155,1.205773786,21.768252263,71.953775644,127.613671615,118,3,34,3,3Winter,-2043850.40582,-313111.26065
33.881100000000004,-118.3488,114,3765206.643,-10899182.0884574,20.32487263,11.38610794,8.938764684,3.011845350265503,2.432394027709961,2.1903975009918213,0.04905508388,0.16127646280000002,0.3310174785,0.5310636482000001,0.8154664390999999,1.197943201,2.9045985940000003,8.469125399,17.873679539999998,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00785191173,0.01603895622,0.02720282225,0.0622518013,0.1154980177,0.259252908,0,0,0,0,0,0,0,0,0,0,0.05420517176389694,0.024138800000000002,0.0927376,1.2262518,0.479764,1.9894565,1.7180223000000001,1.5063291788101196,1.50632905960083,3.0077426433563232,2.516692638397217,0.03589105851,0.057942915000000005,0.1203340819,0.1611050687,0.007704811468,0.201560818,0.30223042019999996,0.4025335398,1.249225373,2.169710602,14.73323235,26.055203289999998,0,0,0,0,0.08137482581000001,0.18360597439999998,0.6116593938,1.201638198,21.688497709,72.081685736,127.84217289899999,140,3,28,1,1Summer,-2043802.90974,-313111.76342
33.881100000000004,-118.3488,119,3765206.643,-10899182.0884574,81.01132758,27.3187191,53.69260849,4.394588947296143,3.30757212638855,3.9832754135131836,0.04905508388,0.16127646280000002,0.3310174785,0.5310636482000001,0.8154664390999999,1.197943201,2.9045985940000003,8.469125399,17.873679539999998,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00785191173,0.01603895622,0.02720282225,0.0622518013,0.1154980177,0.259252908,0,0,0,0,0,0,0,0,0,0,0.05420517176389694,0.024138800000000002,0.0927376,1.2262518,0.479764,1.9894565,1.7180223000000001,1.5063291788101196,1.50632905960083,3.0077426433563232,2.516692638397217,0.03589105851,0.057942915000000005,0.1203340819,0.1611050687,0.007704811468,0.201560818,0.30223042019999996,0.4025335398,1.249225373,2.169710602,14.73323235,26.055203289999998,0,0,0,0,0.08137482581000001,0.18360597439999998,0.6116593938,1.201638198,21.688497709,72.081685736,127.84217289899999,143,3,27,2,2Fall,-2043802.90974,-313111.76342
33.881100000000004,-118.3488,123,3765206.643,-10899182.0884574,93.25532033,29.32396387,63.93135646,4.535341262817383,3.3784050941467285,4.157809734344482,0.04905508388,0.16127646280000002,0.3310174785,0.5310636482000001,0.8154664390999999,1.197943201,2.9045985940000003,8.469125399,17.873679539999998,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00785191173,0.01603895622,0.02720282225,0.0622518013,0.1154980177,0.259252908,0,0,0,0,0,0,0,0,0,0,0.05420517176389694,0.024138800000000002,0.0927376,1.2262518,0.479764,1.9894565,1.7180223000000001,1.5063291788101196,1.50632905960083,3.0077426433563232,2.516692638397217,0.03589105851,0.057942915000000005,0.1203340819,0.1611050687,0.007704811468,0.201560818,0.30223042019999996,0.4025335398,1.249225373,2.169710602,14.73323235,26.055203289999998,0,0,0,0,0.08137482581000001,0.18360597439999998,0.6116593938,1.201638198,21.688497709,72.081685736,127.84217289899999,119,3,34,3,3Winter,-2043802.90974,-313111.76342
33.8817,-118.3479,113,3765273.321,-10899099.2041031,37.22687842,21.21876137,16.00811705,3.6170310974121094,3.0548858642578125,2.7730958461761475,0.04818062578,0.153142485,0.3310245273,0.5321881283000001,0.8314665709,1.22038622,2.904547338,8.545654821,18.06452784,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00761884679,0.015146046790000001,0.02630868469,0.06204704684,0.11585780979999999,0.2573964395,0,0,0,0,0,0,0,0,0,0,0.05519852042198181,0.0325544,0.1009908,1.2228531999999999,0.4711995,1.9873079000000002,1.7192498,1.7070845365524292,1.7070845365524292,3.019252061843872,2.577179193496704,0.03008048144,0.053310821929999995,0.1152169214,0.1555347148,0,0.1957256952,0.2959674762,0.3961363323,1.251295132,2.36903249,14.873869959999999,26.24771701,0,0,0,0,0.026268464519999996,0.1687793192,0.645081248,1.1220974959999999,21.452524059,72.371059136,128.422195246,141,3,28,1,1Summer,-2043706.09195,-313067.54864
33.8817,-118.3479,122,3765273.321,-10899099.2041031,103.3205607,34.02743777,69.29312296,4.637836456298828,3.5271670818328857,4.238345623016357,0.04818062578,0.153142485,0.3310245273,0.5321881283000001,0.8314665709,1.22038622,2.904547338,8.545654821,18.06452784,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00761884679,0.015146046790000001,0.02630868469,0.06204704684,0.11585780979999999,0.2573964395,0,0,0,0,0,0,0,0,0,0,0.05519852042198181,0.0325544,0.1009908,1.2228531999999999,0.4711995,1.9873079000000002,1.7192498,1.7070845365524292,1.7070845365524292,3.019252061843872,2.577179193496704,0.03008048144,0.053310821929999995,0.1152169214,0.1555347148,0,0.1957256952,0.2959674762,0.3961363323,1.251295132,2.36903249,14.873869959999999,26.24771701,0,0,0,0,0.026268464519999996,0.1687793192,0.645081248,1.1220974959999999,21.452524059,72.371059136,128.422195246,120,3,34,3,3Winter,-2043706.09195,-313067.54864
33.8817,-118.3479,118,3765273.321,-10899099.2041031,95.922162,37.6976949,58.2244671,4.563537120819092,3.62959885597229,4.064305782318115,0.04818062578,0.153142485,0.3310245273,0.5321881283000001,0.8314665709,1.22038622,2.904547338,8.545654821,18.06452784,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.00761884679,0.015146046790000001,0.02630868469,0.06204704684,0.11585780979999999,0.2573964395,0,0,0,0,0,0,0,0,0,0,0.05519852042198181,0.0325544,0.1009908,1.2228531999999999,0.4711995,1.9873079000000002,1.7192498,1.7070845365524292,1.7070845365524292,3.019252061843872,2.577179193496704,0.03008048144,0.053310821929999995,0.1152169214,0.1555347148,0,0.1957256952,0.2959674762,0.3961363323,1.251295132,2.36903249,14.873869959999999,26.24771701,0,0,0,0,0.026268464519999996,0.1687793192,0.645081248,1.1220974959999999,21.452524059,72.371059136,128.422195246,144,3,27,2,2Fall,-2043706.09195,-313067.54864
33.8819,-118.3478,121,3765295.547,-10899089.9947303,89.07081504,29.98198775,59.08882729,4.489431858062744,3.400596857070923,4.079041957855225,0.04838791701,0.1517984328,0.3309264847,0.5331555326999999,0.8360087389,1.226677592,2.9065262809999997,8.560839648,18.10406032,7.833326999999999e-5,3.1374937e-4,7.0624404e-4,0.00282618364,0.007573637669999999,0.01501540363,0.026192497800000002,0.06203758517,0.1159312072,0.2570769159,0,0,0,0,0,0,0,0,0,0,0.055353980511426926,0.0335094,0.1018934,1.2232882999999999,0.4688205,1.9880219000000001,1.7206472000000002,1.8560094833374023,1.8560094833374023,3.0264809131622314,2.566317319869995,0.01946098598,0.04833721143,0.1124021864,0.15308917260000002,0,0.1935011784,0.2940216856,0.39431706250000004,1.252180533,2.418141466,14.8981489,26.26748551,0,0,0,0,0.031093337000000002,0.1643579833,0.6490029803999999,1.063040247,21.411860167,72.418692886,128.51483650199998,121,3,34,3,3Winter,-2043691.73927,-313048.31231
